Rank1	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU325	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	?
OTU612	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	?
OTU470	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	?
OTU1465	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	?
OTU59	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	uncultured organism
OTU232	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	?
OTU261	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	uncultured organism
OTU42	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	uncultured Clostridiales bacterium
OTU354	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	?
OTU77	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 6	uncultured Clostridiales bacterium
OTU293	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	?
OTU36	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 1	?
OTU259	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 1	?
OTU98	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	?
OTU3200	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	?
OTU270	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	?
OTU65	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	?
OTU94	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	?
OTU748	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	?
OTU705	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	?
OTU582	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	?
OTU408	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	?
OTU1817	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	?
OTU71	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	?
OTU404	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	?	?
OTU1080	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	bacterium enrichment culture clone M244
OTU3783	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	?
OTU180	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-009	?
OTU520	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	?	?
OTU14	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	[Clostridium] leptum
OTU258	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-004	?
OTU3630	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	?	?
OTU2496	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	uncultured Clostridiales bacterium
OTU2127	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	?
OTU249	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	?
OTU20	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	Clostridiales bacterium CIEAF 026
OTU512	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	Firmicutes bacterium ASF500
OTU1897	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	?
OTU3041	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	?
OTU2963	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	?
OTU153	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae NK4A214 group	?
OTU68	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	?
OTU101	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	?
OTU64	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	?
OTU151	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	uncultured Clostridiales bacterium
OTU319	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	?
OTU29	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	?	?
OTU12	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	?
OTU3465	Bacteria	Firmicutes	Clostridia	Clostridiales	?	?	?
OTU3763	Bacteria	Firmicutes	Clostridia	Clostridiales	?	?	?
OTU787	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-002	?
OTU70	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	?
OTU173	Bacteria	?	?	?	?	?	?
OTU4017	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	?	?
OTU18	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	Oscillibacter sp. 1-3
OTU61	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	?
OTU109	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	?
OTU2277	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	?	?
OTU5	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	?
OTU2506	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	?
OTU2567	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 1	?
OTU3421	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	?
OTU1304	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	?
OTU90	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	?
OTU337	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	uncultured Clostridiales bacterium
OTU2762	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	uncultured Clostridiales bacterium
OTU50	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	?	?
OTU1234	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	?	?
OTU1266	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	?	?
OTU799	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fastidiosipila	uncultured low G+C Gram-positive bacterium
OTU119	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	uncultured organism
OTU1433	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	?
OTU54	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae Sedis	?
OTU461	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerosporobacter	?
OTU1029	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium 10	?
OTU197	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU401	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-008	?
OTU137	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae FCS020 group	?
OTU275	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	uncultured Clostridiales bacterium
OTU67	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU3546	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU3199	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU877	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU123	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU57	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU266	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU147	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU1337	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU3856	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU25	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU62	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU184	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	Clostridiales bacterium CIEAF 020
OTU889	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU82	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU3476	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU34	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	uncultured organism
OTU2469	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU158	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU247	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU112	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU199	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-008	?
OTU13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU642	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU111	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	uncultured Clostridiales bacterium
OTU327	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	?
OTU122	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU126	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-008	?
OTU159	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU88	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU222	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU3334	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU102	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU1024	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU2971	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU63	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetatifactor	?
OTU26	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU53	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU93	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU30	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	?
OTU2182	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	?
OTU58	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	?
OTU2246	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU333	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU118	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU2131	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetatifactor	uncultured organism
OTU116	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU161	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU86	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU69	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-001	?
OTU3721	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU80	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU1621	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU226	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-008	?
OTU8	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU32	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU3324	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	uncultured organism
OTU66	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU3698	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	uncultured organism
OTU28	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	Lachnospiraceae bacterium COE1
OTU142	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU675	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	?
OTU407	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella	?
OTU560	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU128	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU48	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU182	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	?
OTU3634	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	?
OTU472	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
