OTU,pf3-t0,pf7-t0,pf13-t0,pf14-t0,pf34-t0,pf3-aerobic-9d,pf7-aerobic-9d,pf13-aerobic-9d,pf14-aerobic-9d,pf34-aerobic-9d,pf3-anaerobic-9d,pf7-anaerobic-9d,pf13-anaerobic-9d,pf14-anaerobic-9d,pf34-anaerobic-9d,pf3-aerobic-94d,pf7-aerobic-94d,pf13-aerobic-94d,pf14-aerobic-94d,pf34-aerobic-94d,pf3-anaerobic-94d,pf7-anaerobic-94d,pf13-anaerobic-94d,pf14-anaerobic-94d,pf34-anaerobic-94d
OTU_969,0,1,0,10,0,1,8,0,11,0,0,4,0,2,0,1,0,0,0,0,2,0,1,1,0
OTU_4471,0,0,0,1,5,0,2,0,2,6,4,3,0,4,9,0,0,1,1,1,1,0,1,0,1
OTU_939,0,1,3,0,1,1,11,4,1,0,7,8,0,0,0,0,0,0,0,0,3,1,0,0,0
OTU_6877,0,0,5,6,5,0,4,6,3,1,4,2,1,0,0,0,0,0,0,1,1,1,1,0,0
OTU_1246,0,1,4,6,1,0,3,12,6,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
OTU_862,2,2,0,6,0,1,4,0,3,0,11,1,0,2,1,0,0,0,1,0,3,2,0,2,0
OTU_5760,1,1,5,8,0,0,5,2,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
OTU_291,1,2,0,6,3,0,1,0,5,1,10,2,0,1,0,0,0,0,0,0,4,4,0,1,0
OTU_1086,1,1,4,9,1,2,2,0,3,10,2,1,0,2,0,0,0,1,0,0,1,0,1,0,0
OTU_844,0,1,0,12,0,1,7,0,9,1,0,2,0,3,0,0,0,0,1,0,1,3,0,0,0
OTU_928,0,0,3,6,2,0,2,1,4,2,7,1,0,1,1,1,0,0,0,0,2,3,0,5,0
OTU_5608,1,1,0,11,0,0,5,0,8,2,6,1,0,1,0,0,0,0,1,0,2,1,0,0,1
OTU_1029,1,1,4,4,1,1,4,9,2,0,8,0,0,1,0,0,0,1,0,0,1,0,1,1,0
OTU_311,1,1,1,5,0,1,1,3,14,2,1,4,0,1,0,0,0,0,1,1,0,0,1,2,0
OTU_295,0,0,0,10,2,2,0,1,3,4,10,0,0,2,0,0,0,0,0,0,0,5,0,1,0
OTU_5232,0,0,0,5,1,1,0,6,11,3,2,0,0,0,1,1,0,2,0,0,0,0,5,0,2
OTU_949,0,0,1,1,0,0,2,7,6,5,4,3,2,0,0,0,0,0,0,0,1,6,1,1,0
OTU_1313,1,3,0,6,4,1,0,0,4,2,4,5,0,0,3,0,0,0,0,0,5,1,1,0,0
OTU_1342,0,2,3,2,0,2,2,0,1,4,17,1,0,0,0,0,0,0,0,0,5,0,1,0,0
OTU_1124,0,0,0,0,13,0,0,0,0,20,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2
OTU_1036,0,0,3,1,0,0,5,10,4,2,2,0,2,1,3,0,0,2,0,0,1,0,1,1,1
OTU_377,1,1,1,10,1,0,0,1,11,1,4,0,1,4,1,0,0,0,0,0,0,1,0,1,0
OTU_798,2,1,0,0,1,0,12,0,6,0,10,3,0,0,0,0,0,0,0,0,1,0,3,0,0
OTU_138,1,0,0,11,0,1,1,0,5,0,10,1,0,1,0,3,0,0,0,0,3,2,0,0,0
OTU_937,0,0,0,0,0,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_1116,1,5,2,0,0,3,1,0,1,1,0,6,0,1,3,0,0,1,0,2,2,5,0,1,4
OTU_1211,3,2,1,2,0,1,0,0,3,0,1,4,0,6,1,0,0,0,3,0,5,2,0,3,2
OTU_6591,2,5,2,0,0,4,0,0,2,0,0,9,0,0,1,1,0,0,0,0,7,4,1,1,0
OTU_4739,0,2,0,2,0,0,18,0,0,0,0,6,1,1,1,0,0,1,0,2,1,0,1,1,1
OTU_585,1,0,1,5,6,1,0,0,3,8,0,1,0,0,3,0,0,0,0,7,0,1,0,1,0
OTU_1498,0,0,5,4,0,0,1,3,4,6,8,0,0,2,1,0,0,0,0,0,0,0,3,1,0
OTU_3874,1,2,5,3,1,0,5,6,2,0,7,1,0,0,0,0,0,0,0,0,0,2,2,0,1
OTU_571,1,1,0,2,0,2,1,0,11,0,12,0,0,2,0,1,0,0,0,0,3,0,1,1,0
OTU_6548,0,1,3,0,0,0,25,0,0,0,0,5,1,0,0,0,0,1,0,0,1,1,0,0,0
OTU_3100,1,1,1,4,1,1,1,0,4,0,3,5,0,4,0,0,0,0,0,0,1,2,1,8,0
OTU_932,1,0,0,0,7,0,2,1,2,6,0,0,0,1,4,0,0,3,1,4,3,2,0,0,0
OTU_4679,0,0,0,7,0,0,7,1,9,0,6,1,0,3,2,0,0,0,0,0,1,0,0,0,0
OTU_1533,0,0,0,6,2,1,2,0,6,2,7,0,0,3,0,0,0,0,0,2,1,1,0,4,0
OTU_5718,0,1,1,5,4,1,3,2,5,6,5,1,0,2,0,0,0,0,0,0,0,0,1,0,0
OTU_5145,4,1,2,1,1,0,0,3,1,7,3,0,0,0,3,0,0,0,1,3,2,1,1,0,3
OTU_1778,0,2,4,4,2,2,4,3,3,1,4,0,0,1,0,1,0,0,1,0,1,1,1,0,2
OTU_1146,1,0,0,4,0,4,0,0,3,1,17,0,1,1,1,0,0,1,0,0,2,0,1,0,0
OTU_1046,1,0,2,9,0,1,0,0,2,0,5,0,0,2,0,1,0,0,1,0,5,2,6,0,0
OTU_2074,0,0,7,4,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3233,2,2,0,2,1,2,4,0,1,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1095,1,0,0,8,0,2,3,0,2,3,11,2,1,0,0,0,0,0,0,0,1,1,0,1,0
OTU_2467,1,0,0,3,0,2,7,0,4,0,13,2,0,2,0,0,0,0,0,0,1,0,0,1,0
OTU_266,0,0,2,3,0,0,4,3,4,1,4,2,2,1,0,0,1,0,2,0,1,3,2,1,0
OTU_1098,0,1,2,3,5,0,2,0,4,7,3,0,0,3,1,0,0,0,0,1,1,0,1,1,1
OTU_7377,0,1,1,1,0,0,2,3,11,4,9,2,1,0,0,0,0,0,0,0,0,0,1,0,0
OTU_830,0,1,7,9,2,0,0,3,0,3,3,6,0,0,0,0,0,0,0,0,0,1,0,0,1
OTU_556,1,0,1,10,0,0,7,1,11,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0
OTU_7437,0,3,0,2,0,3,3,2,2,0,13,2,0,1,0,0,0,0,0,0,1,4,0,0,0
OTU_482,0,0,0,20,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
OTU_1306,0,0,3,1,1,1,3,6,9,1,4,1,0,0,0,1,0,1,0,0,0,0,4,0,0
OTU_4479,7,0,0,0,0,7,0,0,0,0,6,1,0,0,0,1,0,0,0,0,13,1,0,0,0
OTU_524,1,1,0,0,1,0,1,0,0,1,5,0,0,1,0,8,8,2,0,3,0,3,0,0,0
OTU_870,2,1,0,0,0,2,12,5,0,0,6,0,1,0,0,1,0,0,0,0,3,1,1,0,0
OTU_4014,0,0,1,5,4,0,2,8,2,3,3,2,0,0,0,0,0,0,0,2,0,1,1,0,1
OTU_1256,0,0,6,0,3,0,0,2,0,5,0,0,3,0,1,0,0,0,0,14,0,0,1,0,0
OTU_1540,1,1,0,0,0,3,9,0,2,0,11,2,0,0,0,0,0,0,1,0,2,2,0,1,0
OTU_773,0,1,0,9,0,0,4,2,4,1,3,2,0,3,0,0,0,0,0,0,0,2,0,4,0
OTU_6241,0,1,0,10,2,0,6,0,5,6,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0
OTU_1082,1,0,1,2,5,2,3,2,3,1,6,2,1,1,1,0,0,0,0,0,2,0,0,0,2
OTU_1566,1,1,1,2,1,0,0,4,10,3,8,0,0,0,0,0,0,0,0,0,1,0,2,1,0
OTU_1195,1,1,0,1,13,0,0,2,2,6,6,0,0,0,0,0,0,0,0,2,0,0,0,0,1
OTU_756,0,1,3,7,0,0,1,2,7,0,5,0,0,2,0,0,0,0,0,0,2,2,1,2,0
OTU_743,0,1,0,0,2,3,3,0,0,3,13,1,0,0,0,0,1,0,0,0,1,5,0,1,1
OTU_1019,0,0,1,0,4,0,1,4,1,7,0,0,2,1,3,0,0,0,0,0,0,0,3,8,0
OTU_1987,0,0,0,12,0,0,2,0,9,4,4,1,0,0,0,0,0,0,0,0,2,0,1,0,0
OTU_1155,0,0,1,5,0,3,0,0,0,0,23,0,0,1,0,0,0,0,0,0,2,0,0,0,0
OTU_1013,3,0,0,9,0,1,0,1,4,4,8,0,0,1,0,1,0,0,0,0,1,0,1,1,0
OTU_3880,2,1,2,4,0,0,3,0,0,3,3,1,0,5,1,2,0,1,0,1,4,0,0,1,1
OTU_1241,0,0,2,9,0,0,2,2,10,0,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0
OTU_7794,0,0,0,7,4,2,2,0,0,10,4,0,0,0,0,0,0,0,1,0,1,0,0,0,3
OTU_5333,0,1,5,0,0,0,1,12,0,2,6,1,0,0,0,0,0,1,0,0,3,0,2,0,0
OTU_972,5,0,2,0,4,1,0,2,2,2,12,0,0,0,1,1,0,0,0,0,2,0,0,0,0
OTU_1346,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,22,0,2,0,0,2,0,2
OTU_1052,0,3,0,7,0,2,4,0,4,0,7,3,0,0,0,0,0,0,0,0,0,4,0,0,0
OTU_775,0,0,0,10,2,0,2,0,3,0,2,0,0,2,0,0,0,0,1,0,2,8,0,2,0
OTU_1500,0,0,1,5,4,0,0,2,2,2,7,1,2,0,1,0,0,0,0,0,2,2,1,1,1
OTU_975,0,0,1,14,0,1,0,3,3,4,1,0,0,2,1,0,0,0,0,0,0,0,2,2,0
OTU_7547,1,0,0,4,0,2,0,0,0,1,0,0,0,1,11,0,0,0,0,4,0,2,0,4,4
OTU_5740,2,2,0,0,0,4,0,0,0,0,3,3,0,0,9,1,0,0,0,2,6,0,0,0,2
OTU_6418,1,4,2,2,0,7,0,0,0,0,0,3,4,0,1,0,0,0,1,3,2,4,0,0,0
OTU_1404,1,1,2,3,4,0,1,1,1,4,5,1,0,0,4,0,0,0,0,0,0,3,1,0,1
OTU_864,0,1,2,14,1,0,0,0,5,3,0,1,0,0,2,0,0,0,0,0,0,2,0,0,2
OTU_899,2,1,3,5,0,0,4,6,4,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_233,1,0,0,6,0,4,6,0,6,0,6,1,0,0,0,1,0,0,0,0,1,1,0,0,0
OTU_449,0,1,2,12,1,1,0,0,5,0,3,0,0,1,1,1,0,0,0,0,0,1,0,4,0
OTU_1045,0,2,0,10,3,0,2,1,4,6,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
OTU_1720,0,0,0,0,3,0,0,5,0,18,1,0,0,0,4,0,0,0,1,1,0,0,0,0,0
OTU_1151,0,0,3,22,2,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_1193,0,0,0,8,3,1,0,7,3,4,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1
OTU_1563,0,1,2,4,0,2,2,0,5,4,0,0,0,1,1,1,0,0,0,2,2,1,1,3,1
OTU_532,0,1,0,7,1,0,1,2,9,0,7,1,0,0,1,0,0,0,0,0,1,2,0,0,0
OTU_1048,2,0,0,7,0,0,2,0,3,3,7,7,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_163,1,0,0,9,0,2,1,0,6,0,4,1,0,0,0,1,0,0,1,2,0,4,0,1,0
OTU_2267,3,0,0,0,0,5,0,2,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,1
OTU_1034,3,0,0,9,0,0,0,0,4,0,9,0,0,0,0,1,0,0,1,0,5,1,0,0,0
OTU_984,2,0,0,9,0,2,0,0,4,0,9,0,0,3,1,0,0,0,0,0,2,0,0,1,0
OTU_1337,0,0,0,2,9,0,0,0,3,9,0,0,0,0,6,0,0,0,0,1,0,0,0,0,3
OTU_817,1,2,2,5,0,1,1,4,2,0,9,1,0,1,0,0,0,0,0,0,3,0,0,1,0
OTU_1345,1,0,1,2,6,1,2,1,0,7,2,1,2,0,2,0,0,0,0,1,0,2,0,0,1
OTU_1425,0,0,0,11,1,0,1,0,8,2,2,1,0,1,2,0,0,0,0,1,0,1,0,1,0
OTU_378,0,1,0,5,0,2,2,0,7,2,6,3,0,1,0,0,0,0,0,0,0,3,0,0,0
OTU_463,0,4,0,1,0,2,2,0,1,0,14,3,0,0,1,1,0,0,0,0,1,1,1,0,0
OTU_5665,0,2,0,7,0,1,3,2,6,3,1,2,0,1,1,0,0,0,1,0,0,0,1,0,1
OTU_1177,1,0,0,1,2,0,6,2,0,4,12,1,0,0,0,0,0,0,0,0,0,3,0,0,0
OTU_1496,0,1,2,0,1,0,3,0,0,13,0,0,0,0,10,0,0,0,0,0,0,1,0,0,1
OTU_7779,0,1,0,9,0,0,3,1,7,0,4,2,0,0,0,0,0,1,0,0,1,1,0,2,0
OTU_764,1,1,0,2,0,2,4,0,1,0,9,4,0,2,0,1,0,0,0,1,3,1,0,0,0
OTU_5694,0,2,0,9,0,0,0,0,9,2,4,0,0,2,0,0,0,0,0,0,0,0,0,3,1
OTU_887,0,1,0,2,3,0,0,3,1,8,8,0,0,1,2,0,0,0,0,0,0,2,0,0,0
OTU_1002,0,0,2,1,0,0,0,1,1,16,1,0,0,0,0,0,4,3,0,0,0,0,2,0,0
OTU_575,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,5,14,0,7,0,0,0,0,0
OTU_1125,0,0,0,7,1,0,3,0,1,7,1,1,0,2,4,0,0,0,0,1,1,0,1,1,0
OTU_1033,0,1,7,3,2,0,1,3,0,2,3,1,0,0,2,0,0,0,0,0,1,0,3,2,0
OTU_4501,0,0,0,4,2,0,0,0,1,16,0,0,0,1,4,0,0,0,0,0,1,0,0,0,2
OTU_955,0,0,0,10,0,0,0,0,3,1,5,0,0,2,2,0,0,0,0,0,3,0,1,1,3
OTU_2578,1,0,1,3,4,1,2,1,1,5,5,1,0,0,2,0,0,0,0,2,0,1,1,0,0
OTU_2659,0,0,1,5,0,0,2,2,7,3,2,2,0,4,0,0,0,0,0,0,0,0,2,1,0
OTU_1959,0,2,0,7,0,0,2,8,2,3,0,0,0,0,2,0,0,1,0,1,0,0,2,0,1
OTU_1903,0,0,1,2,0,0,0,0,1,3,1,1,0,1,4,0,0,0,0,15,0,0,0,0,2
OTU_504,0,4,0,0,0,1,0,2,2,8,4,2,0,1,2,0,0,0,0,0,1,0,1,1,1
OTU_1247,0,2,2,1,2,2,1,1,3,5,3,1,1,0,2,0,0,0,0,0,1,0,1,1,1
OTU_2758,0,0,1,3,1,1,0,2,7,7,1,0,0,1,2,0,0,0,0,1,2,0,0,1,0
OTU_1309,0,5,0,0,0,2,11,3,2,1,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0
OTU_4235,0,0,0,2,1,0,7,0,6,0,7,2,0,0,0,0,0,0,0,0,3,1,0,0,1
OTU_5328,0,1,0,5,0,2,3,0,8,1,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_214,0,0,1,4,0,1,0,0,1,1,14,0,0,6,0,0,0,0,0,0,0,1,0,1,0
OTU_1825,0,0,0,4,1,0,0,8,4,6,3,0,1,0,1,0,0,0,0,1,0,0,1,0,0
OTU_309,0,3,0,3,0,1,1,0,2,1,15,2,0,0,0,0,0,0,0,0,1,1,0,0,0
OTU_1638,1,1,1,7,0,0,0,0,0,5,1,0,0,1,8,0,0,0,0,1,1,0,2,0,1
OTU_1035,2,0,0,8,0,0,0,0,14,0,0,0,0,2,0,0,0,0,1,0,2,0,0,1,0
OTU_1872,0,4,1,3,0,0,13,1,2,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0
OTU_1844,1,1,0,4,0,1,1,3,0,4,2,1,0,4,4,0,0,0,0,0,3,0,0,0,1
OTU_785,0,0,0,8,0,0,5,0,11,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_2006,0,0,4,6,0,1,0,6,2,0,7,0,0,0,0,0,0,0,0,0,1,2,1,0,0
OTU_4492,0,0,0,7,1,1,1,0,7,0,8,2,0,1,0,0,0,0,0,0,1,0,0,1,0
OTU_5227,2,0,0,6,3,0,2,0,1,9,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_2559,0,0,2,19,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,3,0,1,0,0
OTU_623,0,0,0,0,1,0,4,0,0,5,0,1,0,0,1,0,11,1,0,3,0,2,0,0,0
OTU_740,0,3,0,3,2,0,11,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,1,0,0
OTU_956,0,1,6,5,0,0,6,3,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
OTU_2432,1,1,0,4,1,0,3,0,11,1,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0
OTU_687,1,1,0,1,0,3,3,0,0,0,11,1,0,1,0,0,0,0,0,0,2,4,0,1,0
OTU_1189,0,0,1,1,3,0,0,0,1,10,1,0,0,0,9,0,0,0,0,1,1,0,0,0,1
OTU_4354,0,2,1,1,0,1,9,2,3,0,3,3,0,2,0,0,0,0,0,0,1,0,1,0,0
OTU_477,1,0,0,5,3,0,5,0,4,5,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0
OTU_1186,1,3,0,0,0,1,4,0,1,0,15,1,0,0,0,0,0,0,0,0,1,1,0,0,1
OTU_1316,2,0,1,1,0,0,3,2,0,2,4,1,1,1,1,2,0,0,0,0,4,1,1,0,2
OTU_1066,0,1,0,4,2,0,1,0,12,2,0,0,0,1,0,0,0,0,2,0,0,0,3,0,1
OTU_994,0,1,0,5,1,1,3,0,7,0,0,3,0,4,0,0,2,0,0,0,1,0,1,0,0
OTU_1654,0,0,2,7,0,1,3,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_1725,1,4,0,9,0,0,0,0,8,0,2,0,0,0,0,1,0,0,1,0,3,0,0,0,0
OTU_1168,1,0,1,4,1,0,0,3,1,2,3,0,0,0,0,0,0,0,0,0,8,0,5,0,0
OTU_1505,0,0,0,0,1,0,0,0,0,25,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
OTU_981,1,0,1,0,1,0,0,4,0,2,9,1,0,0,3,1,0,0,0,0,1,3,0,1,0
OTU_5954,1,1,0,0,1,1,5,4,0,1,8,0,0,0,3,0,0,0,0,0,0,1,0,0,2
OTU_6244,0,0,0,1,5,0,0,0,3,10,0,0,0,0,7,0,0,0,0,1,0,0,0,0,1
OTU_6500,2,1,0,1,1,1,4,0,2,2,11,0,0,1,0,0,0,0,0,0,0,2,0,0,0
OTU_1063,0,0,0,4,0,1,2,0,2,0,7,4,0,0,0,0,0,0,0,0,0,5,0,2,1
OTU_1176,0,0,5,3,1,0,3,3,4,1,0,3,0,0,1,0,0,0,0,0,0,0,2,1,1
OTU_1051,0,2,0,2,0,0,4,0,2,1,4,7,0,2,0,0,0,0,0,0,0,3,0,1,0
OTU_7112,1,2,0,0,2,2,5,0,0,0,12,0,0,0,0,1,0,0,0,0,2,1,0,0,0
OTU_6609,0,0,2,1,4,2,1,2,3,0,1,1,4,0,2,1,0,0,0,2,0,0,2,0,0
OTU_1733,3,0,0,1,2,2,3,0,1,0,6,3,0,0,0,0,0,0,0,0,5,2,0,0,0
OTU_1706,1,0,0,9,4,0,1,1,4,0,1,2,0,2,0,0,0,0,0,0,1,1,0,0,1
OTU_2450,1,0,0,4,1,1,2,0,7,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1
OTU_6870,0,1,0,3,0,0,2,2,8,3,3,2,0,0,0,0,0,0,0,0,2,0,1,1,0
OTU_465,2,1,0,0,1,2,2,0,1,1,14,1,0,0,0,0,0,0,0,0,2,1,0,0,0
OTU_6492,0,2,1,2,0,1,1,3,1,3,1,0,0,2,0,1,0,0,0,0,5,0,1,1,3
OTU_403,0,1,0,3,4,0,0,0,0,10,4,0,0,0,1,0,0,0,0,3,0,0,0,0,2
OTU_1495,0,0,0,8,0,0,0,0,14,2,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0
OTU_1595,0,2,0,5,1,0,0,0,11,1,0,1,0,1,1,0,0,0,0,0,4,0,0,0,1
OTU_1888,0,0,0,10,0,1,0,0,9,0,1,0,0,4,0,0,0,0,1,0,0,0,0,2,0
OTU_452,1,0,0,0,0,4,1,0,0,0,10,3,0,1,0,1,0,0,0,0,3,4,0,0,0
OTU_3980,0,0,0,0,1,3,0,1,3,3,1,0,0,2,5,0,0,0,0,1,5,0,1,0,2
OTU_2185,0,0,0,3,0,0,3,1,5,5,4,0,0,1,3,0,0,0,0,0,1,1,1,0,0
OTU_1442,0,1,6,0,1,1,2,8,1,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0
OTU_819,0,0,1,5,2,1,0,0,1,6,2,0,2,0,2,0,0,0,0,2,0,0,0,1,2
OTU_806,0,2,0,3,3,0,5,0,0,6,0,2,0,0,0,0,0,0,0,0,0,4,1,0,1
OTU_1962,0,1,2,3,2,0,0,1,1,4,0,2,3,1,3,0,0,0,0,1,0,0,3,0,0
OTU_1253,0,0,1,0,1,1,2,0,0,4,2,2,0,0,8,0,0,0,0,0,1,0,2,1,2
OTU_902,0,1,0,1,7,0,1,0,1,7,4,0,0,0,3,0,0,0,0,1,0,0,1,0,0
OTU_1481,0,2,1,6,1,1,2,1,0,1,6,1,1,0,0,1,0,0,0,0,0,3,0,0,0
OTU_1166,0,1,0,4,2,1,0,0,0,13,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0
OTU_7094,1,0,0,4,3,1,1,0,5,0,8,2,0,0,0,0,0,0,0,0,1,1,0,0,0
OTU_1325,0,0,0,14,0,0,0,0,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
OTU_5169,0,0,3,4,0,0,2,0,6,2,3,1,1,0,0,1,0,1,2,0,0,0,1,0,0
OTU_737,0,0,1,12,0,0,8,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_1192,0,2,0,2,0,0,2,0,3,5,4,3,0,0,3,0,0,0,0,0,1,1,0,1,0
OTU_1405,1,1,1,1,1,0,1,3,4,6,1,0,0,0,1,1,0,1,1,0,2,0,0,1,0
OTU_6441,0,1,0,3,0,2,4,0,2,2,2,2,0,3,2,0,0,0,0,0,2,1,0,1,0
OTU_1281,0,0,0,7,1,0,1,1,7,2,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0
OTU_3924,2,2,0,0,0,0,2,0,2,0,1,2,0,5,1,0,0,1,0,0,0,4,0,5,0
OTU_592,1,1,2,1,0,3,10,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1126,1,1,7,0,0,1,0,3,0,4,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0
OTU_1745,0,0,2,0,4,2,3,0,0,3,7,2,1,0,1,0,0,0,0,0,0,0,0,0,1
OTU_243,0,2,0,16,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0
OTU_1889,1,1,0,0,0,0,3,0,7,0,3,5,0,0,0,0,1,0,0,0,2,2,1,0,0
OTU_1951,0,0,0,5,0,0,2,7,4,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2
OTU_916,1,0,0,1,2,0,8,6,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1
OTU_1477,0,2,0,1,0,1,10,1,1,2,3,2,0,0,0,0,0,0,0,0,2,0,0,0,1
OTU_1370,0,0,0,4,4,0,0,2,4,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2
OTU_1744,0,0,4,1,0,1,0,11,0,3,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0
OTU_515,1,1,1,7,0,0,2,0,6,1,1,2,0,0,0,1,0,0,1,0,1,0,0,0,1
OTU_4488,1,0,1,11,0,0,1,0,5,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0
OTU_1969,0,0,0,2,2,0,4,0,4,6,5,0,0,0,0,0,0,0,0,2,0,1,0,0,0
OTU_1764,3,2,0,0,0,1,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_2877,1,0,0,3,0,0,1,0,9,2,4,2,0,1,1,0,0,0,0,0,2,0,0,0,0
OTU_7810,3,1,2,0,0,2,4,2,0,0,8,0,0,1,0,0,0,0,0,0,2,1,0,0,0
OTU_414,0,0,0,5,1,0,0,0,6,0,2,3,0,4,1,0,0,0,0,0,2,0,0,2,0
OTU_3656,0,4,0,6,1,3,0,0,5,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,1
OTU_2217,0,0,0,0,0,1,1,1,3,10,5,1,0,0,2,0,1,0,0,1,0,0,0,0,0
OTU_4009,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,3,0,12,0,0,0,0,0
OTU_3877,0,0,0,1,0,0,1,0,4,1,0,1,0,0,0,2,8,4,2,1,0,0,0,0,0
OTU_1304,0,0,0,2,0,1,1,5,2,2,1,0,1,2,0,0,0,0,0,0,2,0,3,3,0
OTU_1657,0,0,1,0,7,0,0,0,0,5,3,1,0,0,2,0,0,0,0,0,2,0,4,0,0
OTU_503,0,0,1,7,1,0,4,0,2,3,0,1,0,0,0,0,0,0,2,0,0,1,0,3,0
OTU_5294,0,1,0,3,0,0,3,2,2,0,4,4,1,2,0,0,0,0,0,0,1,0,0,1,1
OTU_1356,0,0,1,0,0,1,0,1,0,8,5,0,1,1,1,0,0,0,0,1,1,0,2,2,0
OTU_745,3,0,0,5,0,1,3,0,3,0,5,1,0,0,0,0,0,0,0,0,1,2,0,1,0
OTU_1562,1,2,0,1,2,1,1,0,7,0,4,0,0,0,0,0,0,1,0,0,2,0,3,0,0
OTU_251,0,0,0,2,1,0,1,0,6,6,2,0,0,1,0,0,0,0,0,1,0,2,0,2,1
OTU_230,0,0,0,7,0,0,0,0,9,4,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1
OTU_2537,0,0,0,9,1,0,1,0,0,8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3
OTU_5686,3,1,0,1,1,4,1,0,0,0,3,0,0,0,1,1,0,0,0,0,5,1,0,1,2
OTU_5192,0,0,0,7,0,0,0,0,3,4,0,2,0,1,3,0,0,0,1,0,0,1,0,2,1
OTU_1917,0,1,0,3,1,0,1,1,8,1,3,1,1,0,1,0,0,0,0,0,1,1,1,0,0
OTU_4231,2,3,2,0,0,5,0,0,0,0,0,4,0,0,1,0,0,0,0,0,5,3,0,0,0
OTU_1776,0,0,1,0,1,1,8,6,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1
OTU_5748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
OTU_901,0,3,0,1,0,0,12,0,0,1,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0
OTU_1054,0,0,0,0,5,0,0,1,0,7,0,0,0,0,6,0,0,0,0,1,0,0,0,0,4
OTU_2843,0,1,0,0,0,1,0,1,0,6,7,0,1,1,1,0,0,0,0,1,1,1,1,0,1
OTU_1016,0,0,6,7,0,0,1,1,4,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0
OTU_480,2,1,1,0,1,1,3,0,0,2,6,3,0,0,0,0,0,0,0,0,1,3,0,0,0
OTU_1742,0,0,1,7,1,0,1,1,4,0,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0
OTU_272,0,1,0,1,0,2,4,0,1,1,6,2,0,0,0,0,0,0,1,0,1,3,0,1,0
